Episode,Mean Steps,Mean Rewards,Mean Q Sizes
88505,101.8,-90.8,1316451.4
88506,106.8,-95.8,1316459.3
88507,48.7,-37.7,1316462.9
88508,68.1,-57.1,1316470.4
88509,131.1,-120.1,1316483.1
88510,42.0,-31.0,1316486.6
88511,160.1,-149.1,1316499.4
88512,54.4,-43.4,1316504.5
88513,13.8,-2.8,1316506.8
88514,29.7,-18.7,1316510.1
88515,137.9,-126.9,1316523.7
88516,79.2,-68.2,1316529.3
88517,124.1,-113.1,1316542.9
88518,135.1,-124.1,1316553.9
88519,98.7,-87.7,1316563.6
88520,79.6,-68.6,1316569.6
88521,109.0,-98.0,1316579.2
88522,213.8,-202.8,1316596.5
88523,182.9,-171.9,1316614.8
88524,52.8,-41.8,1316621.8
88525,73.4,-62.4,1316628.3
88526,128.9,-117.9,1316640.1
88527,179.0,-168.0,1316655.0
88528,4.3,6.7,1316655.0
88529,184.3,-173.3,1316670.8
88530,183.5,-172.5,1316690.1
88531,100.2,-89.2,1316700.0
88532,74.8,-63.8,1316708.1
88533,41.1,-30.1,1316713.8
88534,29.4,-18.4,1316717.8
88535,123.6,-112.6,1316727.1
88536,120.0,-109.0,1316737.3
88537,84.1,-73.1,1316746.4
88538,35.5,-24.5,1316750.8
88539,90.1,-79.1,1316760.2
88540,7.2,3.8,1316761.4
88541,104.8,-93.8,1316771.4
88542,114.0,-103.0,1316783.9
88543,124.4,-113.4,1316796.1
88544,34.4,-23.4,1316799.5
88545,206.7,-195.7,1316819.1
88546,8.6,2.4,1316820.6
88547,131.8,-120.8,1316834.4
88548,166.3,-155.3,1316848.7
88549,195.3,-184.3,1316866.4
88550,18.0,-7.0,1316868.3
88551,55.6,-44.6,1316872.9
88552,130.8,-119.8,1316884.2
88553,6.4,4.6,1316884.7
88554,49.9,-38.9,1316888.3
88555,67.6,-56.6,1316893.5
88556,96.9,-85.9,1316903.1
88557,75.3,-64.3,1316909.2
88558,63.0,-52.0,1316916.3
88559,116.9,-105.9,1316928.0
88560,38.0,-27.0,1316932.2
88561,45.5,-34.5,1316939.3
88562,124.1,-113.1,1316952.0
88563,51.7,-40.7,1316957.3
88564,54.6,-43.6,1316964.0
88565,23.0,-12.0,1316966.6
88566,88.1,-77.1,1316976.3
88567,108.5,-97.5,1316986.8
88568,172.9,-161.9,1317003.8
88569,112.8,-101.8,1317013.2
88570,126.3,-115.3,1317026.5
88571,59.8,-48.8,1317034.1
88572,132.6,-121.6,1317049.3
88573,117.9,-106.9,1317061.3
88574,29.1,-18.1,1317067.0
88575,100.8,-89.8,1317074.7
88576,39.6,-28.6,1317079.7
88577,96.5,-85.5,1317090.2
88578,4.0,7.0,1317090.2
88579,91.4,-80.4,1317099.1
88580,103.9,-92.9,1317107.7
88581,108.1,-97.1,1317120.4
88582,80.1,-69.1,1317127.9
88583,65.8,-54.8,1317135.6
88584,198.7,-187.7,1317153.8
88585,36.0,-25.0,1317156.6
88586,105.2,-94.2,1317166.0
88587,26.9,-15.9,1317169.7
88588,48.7,-37.7,1317173.5
88589,102.5,-91.5,1317184.4
88590,172.0,-161.0,1317199.6
88591,157.1,-146.1,1317211.6
88592,53.0,-42.0,1317217.2
88593,47.0,-36.0,1317223.3
88594,135.5,-124.5,1317236.1
88595,34.8,-23.8,1317241.3
88596,17.5,-6.5,1317243.5
88597,181.6,-170.6,1317261.9
88598,119.7,-108.7,1317272.0
88599,177.7,-166.7,1317287.5
88600,110.3,-99.3,1317301.0
88601,46.4,-35.4,1317305.1
88602,39.9,-28.9,1317309.8
88603,61.0,-50.0,1317316.5
88604,95.6,-84.6,1317328.6
88605,182.8,-171.8,1317347.9
88606,56.4,-45.4,1317354.6
88607,193.8,-182.8,1317369.4
88608,71.4,-60.4,1317376.1
88609,116.2,-105.2,1317387.6
88610,115.5,-104.5,1317399.0
88611,73.2,-62.2,1317406.4
88612,17.1,-6.1,1317409.4
88613,26.9,-15.9,1317413.7
88614,112.6,-101.6,1317422.4
88615,58.4,-47.4,1317428.7
88616,239.0,-228.0,1317448.8
88617,17.7,-6.7,1317450.6
88618,15.1,-4.1,1317452.8
88619,237.1,-226.1,1317471.5
88620,83.0,-72.0,1317480.7
88621,65.6,-54.6,1317489.2
88622,181.2,-170.2,1317504.6
88623,54.2,-43.2,1317510.6
88624,17.0,-6.0,1317512.7
88625,194.0,-183.0,1317529.9
88626,130.0,-119.0,1317540.6
88627,18.1,-7.1,1317542.7
88628,56.1,-45.1,1317548.6
88629,169.0,-158.0,1317565.3
88630,28.3,-17.3,1317569.6
88631,86.5,-75.5,1317580.5
88632,236.9,-225.9,1317601.5
88633,24.9,-13.9,1317604.4
88634,33.7,-22.7,1317608.6
88635,40.5,-29.5,1317614.1
88636,104.5,-93.5,1317623.6
88637,41.6,-30.6,1317628.0
88638,119.1,-108.1,1317639.8
88639,122.4,-111.4,1317652.1
88640,149.9,-138.9,1317670.6
88641,139.2,-128.2,1317683.1
88642,63.6,-52.6,1317691.0
88643,91.5,-80.5,1317701.7
88644,229.8,-218.8,1317722.4
88645,95.4,-84.4,1317731.8
88646,37.3,-26.3,1317735.7
88647,51.8,-40.8,1317741.5
88648,63.0,-52.0,1317748.0
88649,91.2,-80.2,1317759.8
88650,91.6,-80.6,1317767.7
88651,4.4,6.6,1317767.7
88652,4.7,6.3,1317767.7
88653,90.4,-79.4,1317774.9
88654,34.2,-23.2,1317780.3
88655,84.1,-73.1,1317792.0
88656,111.2,-100.2,1317802.2
88657,73.7,-62.7,1317810.8
88658,74.3,-63.3,1317819.3
88659,17.4,-6.4,1317821.1
88660,31.6,-20.6,1317825.1
88661,97.3,-86.3,1317836.1
88662,179.7,-168.7,1317853.2
88663,117.1,-106.1,1317863.7
88664,146.6,-135.6,1317879.2
88665,128.8,-117.8,1317890.4
88666,224.4,-213.4,1317908.9
88667,25.9,-14.9,1317912.0
88668,78.5,-67.5,1317919.3
88669,49.7,-38.7,1317923.5
88670,113.8,-102.8,1317935.6
88671,106.3,-95.3,1317947.1
88672,105.4,-94.4,1317956.5
88673,165.6,-154.6,1317971.1
88674,104.4,-93.4,1317981.3
88675,66.4,-55.4,1317985.3
88676,99.4,-88.4,1317996.3
88677,71.3,-60.3,1318001.6
88678,186.5,-175.5,1318016.9
88679,38.3,-27.3,1318021.7
88680,116.8,-105.8,1318033.0
88681,164.2,-153.2,1318046.0
88682,95.7,-84.7,1318056.2
88683,66.2,-55.2,1318063.5
88684,88.9,-77.9,1318072.1
88685,106.6,-95.6,1318083.7
88686,125.4,-114.4,1318096.1
88687,76.2,-65.2,1318104.9
88688,91.0,-80.0,1318113.9
88689,143.9,-132.9,1318128.9
88690,51.6,-40.6,1318133.6
88691,125.1,-114.1,1318145.7
88692,82.1,-71.1,1318154.2
88693,60.8,-49.8,1318158.7
88694,134.3,-123.3,1318172.5
88695,126.8,-115.8,1318182.2
88696,79.8,-68.8,1318191.3
88697,36.8,-25.8,1318195.9
88698,98.4,-87.4,1318208.3
88699,68.8,-57.8,1318214.4
88700,35.0,-24.0,1318218.9
88701,63.7,-52.7,1318223.2
88702,74.8,-63.8,1318229.3
88703,146.4,-135.4,1318240.3
88704,52.8,-41.8,1318245.4
88705,121.2,-110.2,1318257.3
88706,83.7,-72.7,1318264.8
88707,71.3,-60.3,1318272.3
88708,107.5,-96.5,1318282.9
88709,119.3,-108.3,1318292.4
88710,102.3,-91.3,1318303.3
88711,39.3,-28.3,1318308.4
88712,62.5,-51.5,1318314.1
88713,61.4,-50.4,1318321.7
88714,73.9,-62.9,1318331.0
88715,57.7,-46.7,1318339.0
88716,132.7,-121.7,1318352.2
88717,71.9,-60.9,1318361.1
88718,151.4,-140.4,1318373.8
88719,225.0,-214.0,1318394.2
88720,147.6,-136.6,1318409.4
88721,42.3,-31.3,1318412.9
88722,30.4,-19.4,1318416.9
88723,144.9,-133.9,1318430.8
88724,72.0,-61.0,1318437.3
88725,57.2,-46.2,1318443.7
88726,128.6,-117.6,1318457.5
88727,143.2,-132.2,1318471.5
88728,104.5,-93.5,1318479.7
88729,61.7,-50.7,1318483.7
88730,84.2,-73.2,1318492.5
88731,12.8,-1.8,1318494.3
88732,17.1,-6.1,1318496.2
88733,207.9,-196.9,1318513.6
88734,70.6,-59.6,1318519.9
88735,129.2,-118.2,1318529.6
88736,92.6,-81.6,1318538.2
88737,144.0,-133.0,1318551.0
88738,18.0,-7.0,1318553.2
88739,24.6,-13.6,1318556.4
88740,57.6,-46.6,1318561.9
88741,4.5,6.5,1318561.9
88742,207.8,-196.8,1318581.7
88743,125.8,-114.8,1318593.9
88744,163.9,-152.9,1318606.8
88745,28.3,-17.3,1318610.4
88746,94.5,-83.5,1318621.5
88747,30.2,-19.2,1318625.3
88748,4.8,6.2,1318625.3
88749,114.4,-103.4,1318636.9
88750,30.9,-19.9,1318641.0
88751,101.6,-90.6,1318651.6
88752,10.2,0.8,1318653.3
88753,66.1,-55.1,1318658.7
88754,50.0,-39.0,1318662.9
88755,74.9,-63.9,1318671.3
88756,17.4,-6.4,1318673.4
88757,39.6,-28.6,1318679.2
88758,55.3,-44.3,1318686.6
88759,130.3,-119.3,1318700.5
88760,15.2,-4.2,1318703.0
88761,75.7,-64.7,1318710.4
88762,43.1,-32.1,1318715.8
88763,166.0,-155.0,1318733.6
88764,35.4,-24.4,1318736.5
88765,32.0,-21.0,1318740.8
88766,77.3,-66.3,1318748.3
88767,178.6,-167.6,1318765.0
88768,170.4,-159.4,1318780.7
88769,41.7,-30.7,1318786.0
88770,94.7,-83.7,1318794.2
88771,44.0,-33.0,1318799.3
88772,47.9,-36.9,1318804.2
88773,151.0,-140.0,1318818.8
88774,44.5,-33.5,1318822.3
88775,80.2,-69.2,1318831.1
88776,97.1,-86.1,1318839.0
88777,110.5,-99.5,1318850.6
88778,166.2,-155.2,1318866.8
88779,63.2,-52.2,1318872.9
88780,40.2,-29.2,1318876.6
88781,70.8,-59.8,1318885.2
88782,128.0,-117.0,1318896.7
88783,120.8,-109.8,1318908.2
88784,65.6,-54.6,1318914.8
88785,145.0,-134.0,1318927.6
88786,29.7,-18.7,1318931.8
88787,41.2,-30.2,1318935.9
88788,35.9,-24.9,1318940.5
88789,134.6,-123.6,1318951.5
88790,113.9,-102.9,1318962.9
88791,164.0,-153.0,1318978.0
88792,11.6,-0.6,1318979.3
88793,163.1,-152.1,1318993.3
88794,78.4,-67.4,1319003.1
88795,34.3,-23.3,1319007.9
88796,142.7,-131.7,1319021.6
88797,218.1,-207.1,1319039.3
88798,88.1,-77.1,1319046.9
88799,129.6,-118.6,1319057.0
88800,25.3,-14.3,1319059.7
88801,81.8,-70.8,1319069.8
88802,123.1,-112.1,1319081.4
88803,73.8,-62.8,1319088.2
88804,26.6,-15.6,1319091.8
88805,69.1,-58.1,1319099.2
88806,109.0,-98.0,1319106.6
88807,141.2,-130.2,1319120.8
88808,5.0,6.0,1319120.8
88809,56.3,-45.3,1319127.4
88810,111.8,-100.8,1319138.6
88811,98.4,-87.4,1319149.2
88812,91.1,-80.1,1319157.2
88813,82.7,-71.7,1319165.5
88814,120.8,-109.8,1319175.5
88815,168.9,-157.9,1319190.9
88816,49.0,-38.0,1319193.6
88817,102.7,-91.7,1319202.8
88818,121.0,-110.0,1319213.3
88819,18.2,-7.2,1319216.0
88820,169.0,-158.0,1319232.1
88821,50.1,-39.1,1319235.9
88822,244.4,-233.4,1319256.4
88823,44.6,-33.6,1319262.3
88824,64.3,-53.3,1319268.9
88825,155.2,-144.2,1319281.2
88826,202.8,-191.8,1319302.9
88827,93.0,-82.0,1319312.7
88828,64.0,-53.0,1319318.4
88829,70.5,-59.5,1319326.0
88830,69.8,-58.8,1319333.4
88831,81.7,-70.7,1319341.3
88832,118.7,-107.7,1319353.5
88833,90.8,-79.8,1319362.7
88834,64.4,-53.4,1319369.5
88835,91.7,-80.7,1319379.0
88836,56.0,-45.0,1319386.9
88837,122.4,-111.4,1319400.0
88838,83.4,-72.4,1319408.2
88839,46.4,-35.4,1319413.4
88840,81.3,-70.3,1319421.7
88841,17.5,-6.5,1319423.8
88842,73.2,-62.2,1319430.3
88843,107.9,-96.9,1319438.7
88844,71.4,-60.4,1319447.8
88845,43.9,-32.9,1319454.2
88846,187.6,-176.6,1319471.0
88847,176.1,-165.1,1319486.9
88848,24.6,-13.6,1319490.2
88849,63.6,-52.6,1319498.9
88850,24.1,-13.1,1319502.8
88851,9.6,1.4,1319504.1
88852,17.5,-6.5,1319506.6
88853,64.5,-53.5,1319510.5
88854,121.9,-110.9,1319525.6
88855,6.8,4.2,1319526.6
88856,123.7,-112.7,1319537.9
88857,94.4,-83.4,1319546.1
88858,187.6,-176.6,1319564.0
88859,83.7,-72.7,1319572.4
88860,160.0,-149.0,1319587.4
88861,48.9,-37.9,1319594.2
88862,125.0,-114.0,1319607.5
88863,112.5,-101.5,1319615.9
88864,8.9,2.1,1319616.6
88865,89.1,-78.1,1319624.1
88866,28.2,-17.2,1319628.1
88867,117.9,-106.9,1319639.7
88868,50.5,-39.5,1319643.8
88869,150.3,-139.3,1319659.1
88870,42.9,-31.9,1319663.1
88871,26.7,-15.7,1319667.0
88872,52.1,-41.1,1319671.3
88873,149.3,-138.3,1319685.4
88874,185.9,-174.9,1319702.1
88875,8.9,2.1,1319703.0
88876,65.7,-54.7,1319709.8
88877,132.3,-121.3,1319723.0
88878,46.8,-35.8,1319728.8
88879,67.4,-56.4,1319738.1
88880,15.7,-4.7,1319740.3
88881,125.6,-114.6,1319750.9
88882,172.1,-161.1,1319768.4
88883,104.2,-93.2,1319776.6
88884,33.3,-22.3,1319780.5
88885,68.3,-57.3,1319786.6
88886,77.4,-66.4,1319794.6
88887,70.0,-59.0,1319802.9
88888,133.1,-122.1,1319814.2
88889,123.5,-112.5,1319826.7
88890,214.2,-203.2,1319845.7
88891,33.4,-22.4,1319850.1
88892,137.6,-126.6,1319862.4
88893,193.4,-182.4,1319882.2
88894,37.8,-26.8,1319888.7
88895,109.3,-98.3,1319895.8
88896,87.9,-76.9,1319903.0
88897,101.2,-90.2,1319913.9
88898,154.6,-143.6,1319927.8
88899,97.3,-86.3,1319937.7
88900,33.2,-22.2,1319942.1
88901,212.4,-201.4,1319960.3
88902,78.0,-67.0,1319970.5
88903,115.8,-104.8,1319981.5
88904,130.5,-119.5,1319994.1
88905,71.1,-60.1,1320001.6
88906,80.2,-69.2,1320008.0
88907,77.5,-66.5,1320017.6
88908,20.7,-9.7,1320021.5
88909,158.2,-147.2,1320036.5
88910,98.2,-87.2,1320046.5
88911,16.3,-5.3,1320048.4
88912,44.3,-33.3,1320052.2
88913,124.1,-113.1,1320064.4
88914,20.1,-9.1,1320067.5
88915,145.4,-134.4,1320081.9
88916,14.7,-3.7,1320083.4
88917,38.8,-27.8,1320086.6
88918,169.3,-158.3,1320103.2
88919,85.3,-74.3,1320111.7
88920,52.4,-41.4,1320115.5
88921,160.9,-149.9,1320131.5
88922,133.5,-122.5,1320144.4
88923,15.9,-4.9,1320146.2
88924,14.4,-3.4,1320147.8
88925,33.8,-22.8,1320152.5
88926,49.9,-38.9,1320158.9
88927,76.5,-65.5,1320166.4
88928,129.3,-118.3,1320178.4
88929,56.9,-45.9,1320184.5
88930,88.0,-77.0,1320193.8
88931,41.0,-30.0,1320199.8
88932,46.7,-35.7,1320203.6
88933,14.3,-3.3,1320205.3
88934,73.4,-62.4,1320211.1
88935,82.8,-71.8,1320219.4
88936,8.9,2.1,1320220.8
88937,46.6,-35.6,1320227.9
88938,157.5,-146.5,1320240.6
88939,95.8,-84.8,1320251.1
88940,47.6,-36.6,1320254.9
88941,48.3,-37.3,1320259.6
88942,42.8,-31.8,1320266.4
88943,74.0,-63.0,1320273.2
88944,45.4,-34.4,1320278.6
88945,37.2,-26.2,1320283.5
88946,100.5,-89.5,1320293.9
88947,81.9,-70.9,1320302.6
88948,169.2,-158.2,1320319.0
88949,62.0,-51.0,1320324.6
88950,132.2,-121.2,1320336.6
88951,109.3,-98.3,1320348.7
88952,131.8,-120.8,1320363.0
88953,120.0,-109.0,1320375.4
88954,77.8,-66.8,1320383.8
88955,150.9,-139.9,1320398.1
88956,4.7,6.3,1320398.1
88957,76.3,-65.3,1320406.5
88958,140.5,-129.5,1320418.4
88959,113.3,-102.3,1320428.1
88960,102.8,-91.8,1320436.2
88961,49.5,-38.5,1320441.0
88962,23.7,-12.7,1320444.4
88963,233.4,-222.4,1320468.5
88964,115.8,-104.8,1320481.4
88965,64.5,-53.5,1320487.4
88966,22.9,-11.9,1320490.3
88967,85.9,-74.9,1320496.7
88968,107.3,-96.3,1320508.1
88969,33.5,-22.5,1320513.4
88970,182.4,-171.4,1320529.0
88971,107.7,-96.7,1320540.4
88972,137.6,-126.6,1320552.0
88973,123.3,-112.3,1320562.9
88974,111.2,-100.2,1320574.0
88975,96.3,-85.3,1320582.7
88976,67.3,-56.3,1320588.0
88977,130.2,-119.2,1320598.0
88978,78.7,-67.7,1320607.7
88979,70.7,-59.7,1320617.0
88980,66.1,-55.1,1320626.2
88981,68.3,-57.3,1320632.4
88982,172.2,-161.2,1320647.9
88983,73.2,-62.2,1320654.5
88984,59.7,-48.7,1320662.1
88985,68.5,-57.5,1320667.1
88986,56.6,-45.6,1320671.1
88987,99.3,-88.3,1320680.4
88988,41.2,-30.2,1320685.0
88989,179.1,-168.1,1320701.5
88990,31.3,-20.3,1320706.0
88991,59.2,-48.2,1320714.5
88992,100.6,-89.6,1320724.2
88993,133.1,-122.1,1320739.8
88994,109.2,-98.2,1320749.3
88995,151.5,-140.5,1320765.4
88996,60.7,-49.7,1320770.9
88997,218.4,-207.4,1320791.5
88998,108.2,-97.2,1320802.3
88999,29.7,-18.7,1320806.3
89000,119.8,-108.8,1320817.0
89001,152.1,-141.1,1320830.5
89002,29.9,-18.9,1320833.7
89003,43.9,-32.9,1320839.9
89004,195.5,-184.5,1320859.1
89005,128.3,-117.3,1320872.6
89006,104.9,-93.9,1320881.1
89007,29.2,-18.2,1320885.4
89008,56.8,-45.8,1320892.0
89009,72.0,-61.0,1320901.1
89010,66.8,-55.8,1320908.7
89011,79.1,-68.1,1320918.2
89012,75.2,-64.2,1320924.9
89013,44.5,-33.5,1320929.0
89014,112.2,-101.2,1320941.5
89015,62.7,-51.7,1320950.3
89016,116.7,-105.7,1320961.0
89017,169.6,-158.6,1320975.8
89018,180.5,-169.5,1320992.9
89019,70.3,-59.3,1321000.1
89020,118.9,-107.9,1321010.7
89021,11.4,-0.4,1321012.4
89022,152.1,-141.1,1321026.2
89023,123.0,-112.0,1321038.5
89024,122.6,-111.6,1321051.5
89025,126.4,-115.4,1321062.8
89026,81.2,-70.2,1321070.7
89027,144.1,-133.1,1321084.2
89028,77.8,-66.8,1321092.2
89029,68.6,-57.6,1321099.7
89030,60.2,-49.2,1321106.3
89031,217.7,-206.7,1321123.0
89032,164.3,-153.3,1321135.3
89033,128.5,-117.5,1321145.4
89034,63.3,-52.3,1321152.6
89035,85.0,-74.0,1321161.6
89036,15.8,-4.8,1321164.1
89037,174.8,-163.8,1321180.1
89038,23.4,-12.4,1321182.9
89039,140.3,-129.3,1321198.7
89040,111.4,-100.4,1321211.4
89041,104.9,-93.9,1321223.4
89042,121.8,-110.8,1321234.2
89043,16.6,-5.6,1321236.2
89044,76.2,-65.2,1321247.1
89045,135.3,-124.3,1321261.5
89046,146.8,-135.8,1321273.4
89047,60.2,-49.2,1321277.5
89048,80.3,-69.3,1321285.0
89049,78.1,-67.1,1321293.0
89050,3.9,7.1,1321293.0
89051,221.5,-210.5,1321313.6
89052,96.8,-85.8,1321323.3
89053,14.7,-3.7,1321324.8
89054,88.8,-77.8,1321332.3
89055,184.6,-173.6,1321349.4
89056,43.8,-32.8,1321354.8
89057,96.9,-85.9,1321361.8
89058,25.6,-14.6,1321364.4
89059,145.9,-134.9,1321376.9
89060,30.9,-19.9,1321380.8
89061,227.8,-216.8,1321399.6
89062,117.4,-106.4,1321411.7
89063,219.1,-208.1,1321430.0
89064,85.8,-74.8,1321438.7
89065,81.8,-70.8,1321448.1
89066,33.8,-22.8,1321452.6
89067,59.4,-48.4,1321460.4
89068,96.7,-85.7,1321469.3
89069,42.0,-31.0,1321475.1
89070,66.9,-55.9,1321482.7
89071,23.5,-12.5,1321485.7
89072,100.2,-89.2,1321495.3
89073,51.0,-40.0,1321500.2
89074,150.8,-139.8,1321512.3
89075,66.9,-55.9,1321520.8
89076,40.7,-29.7,1321525.6
89077,89.4,-78.4,1321534.6
89078,174.9,-163.9,1321551.7
89079,27.6,-16.6,1321555.5
89080,71.9,-60.9,1321563.2
89081,98.9,-87.9,1321571.5
89082,56.3,-45.3,1321577.0
89083,151.0,-140.0,1321591.4
89084,142.0,-131.0,1321604.4
89085,61.3,-50.3,1321610.1
89086,36.6,-25.6,1321614.9
89087,137.7,-126.7,1321626.8
89088,59.6,-48.6,1321635.0
89089,267.4,-256.4,1321656.9
89090,99.0,-88.0,1321667.8
89091,31.2,-20.2,1321671.1
89092,140.4,-129.4,1321686.7
89093,84.6,-73.6,1321695.0
89094,17.0,-6.0,1321697.7
89095,181.0,-170.0,1321714.7
89096,23.1,-12.1,1321717.5
89097,76.1,-65.1,1321726.6
89098,4.4,6.6,1321726.6
89099,146.3,-135.3,1321741.8
89100,84.5,-73.5,1321751.3
89101,104.2,-93.2,1321758.3
89102,102.3,-91.3,1321770.1
89103,73.6,-62.6,1321777.6
89104,102.5,-91.5,1321788.8
89105,33.6,-22.6,1321792.9
89106,127.8,-116.8,1321803.6
89107,20.6,-9.6,1321805.8
89108,99.5,-88.5,1321814.2
89109,117.8,-106.8,1321825.2
89110,97.6,-86.6,1321835.5
89111,154.9,-143.9,1321850.3
89112,146.9,-135.9,1321866.2
89113,30.6,-19.6,1321870.2
89114,104.9,-93.9,1321879.7
89115,75.2,-64.2,1321887.7
89116,94.6,-83.6,1321894.9
89117,77.0,-66.0,1321902.8
89118,184.0,-173.0,1321921.6
89119,154.9,-143.9,1321934.9
89120,53.9,-42.9,1321941.2
89121,19.5,-8.5,1321943.9
89122,63.9,-52.9,1321949.8
89123,169.4,-158.4,1321966.7
89124,33.6,-22.6,1321970.0
89125,108.7,-97.7,1321981.1
89126,76.1,-65.1,1321987.8
89127,165.2,-154.2,1322003.4
89128,31.5,-20.5,1322007.4
89129,123.1,-112.1,1322019.4
89130,68.1,-57.1,1322028.5
89131,110.3,-99.3,1322039.8
89132,133.8,-122.8,1322055.1
89133,62.0,-51.0,1322059.9
89134,112.4,-101.4,1322069.6
89135,41.3,-30.3,1322075.0
89136,50.0,-39.0,1322078.8
89137,81.4,-70.4,1322085.1
89138,196.8,-185.8,1322103.5
89139,61.3,-50.3,1322110.0
89140,53.7,-42.7,1322117.3
89141,40.8,-29.8,1322122.8
89142,42.5,-31.5,1322127.1
89143,144.0,-133.0,1322144.0
89144,20.2,-9.2,1322146.5
89145,81.5,-70.5,1322154.3
89146,138.0,-127.0,1322164.4
89147,94.0,-83.0,1322172.0
89148,19.2,-8.2,1322173.8
89149,40.7,-29.7,1322179.1
89150,63.2,-52.2,1322185.3
89151,198.3,-187.3,1322204.8
89152,61.2,-50.2,1322210.7
89153,74.0,-63.0,1322219.7
89154,222.2,-211.2,1322240.2
89155,8.8,2.2,1322240.8
89156,207.5,-196.5,1322258.4
89157,53.3,-42.3,1322262.4
89158,151.5,-140.5,1322273.1
89159,45.1,-34.1,1322277.6
89160,8.6,2.4,1322278.7
89161,84.1,-73.1,1322287.2
89162,87.3,-76.3,1322297.3
89163,26.7,-15.7,1322300.2
89164,109.7,-98.7,1322313.3
89165,94.1,-83.1,1322320.6
89166,155.7,-144.7,1322332.8
89167,56.7,-45.7,1322337.5
89168,150.5,-139.5,1322352.3
89169,76.6,-65.6,1322359.7
89170,142.2,-131.2,1322374.5
89171,54.1,-43.1,1322382.6
89172,107.1,-96.1,1322391.8
89173,60.2,-49.2,1322398.2
89174,24.9,-13.9,1322400.8
89175,64.0,-53.0,1322406.8
89176,193.7,-182.7,1322424.5
89177,39.5,-28.5,1322428.2
89178,171.1,-160.1,1322444.3
89179,22.8,-11.8,1322446.9
89180,55.2,-44.2,1322450.9
89181,12.3,-1.3,1322452.4
89182,105.4,-94.4,1322462.9
89183,173.4,-162.4,1322481.3
89184,85.1,-74.1,1322489.7
89185,127.1,-116.1,1322501.0
89186,102.0,-91.0,1322508.9
89187,140.2,-129.2,1322522.3
89188,106.8,-95.8,1322532.9
89189,144.2,-133.2,1322544.6
89190,20.9,-9.9,1322546.8
89191,104.4,-93.4,1322558.2
89192,228.5,-217.5,1322578.9
89193,99.7,-88.7,1322587.2
89194,17.0,-6.0,1322589.3
89195,55.8,-44.8,1322595.6
89196,123.5,-112.5,1322608.9
89197,47.0,-36.0,1322614.0
89198,61.0,-50.0,1322618.3
89199,5.9,5.1,1322619.1
89200,55.7,-44.7,1322623.1
89201,23.5,-12.5,1322626.9
89202,95.2,-84.2,1322637.8
89203,133.7,-122.7,1322649.5
89204,43.0,-32.0,1322655.9
89205,50.4,-39.4,1322659.5
89206,59.5,-48.5,1322665.9
89207,80.1,-69.1,1322673.4
89208,180.3,-169.3,1322690.2
89209,94.9,-83.9,1322697.9
89210,56.8,-45.8,1322703.2
89211,204.1,-193.1,1322720.4
89212,126.2,-115.2,1322733.9
89213,41.1,-30.1,1322737.5
89214,60.9,-49.9,1322743.4
89215,90.7,-79.7,1322753.5
89216,230.9,-219.9,1322770.0
89217,218.7,-207.7,1322785.8
89218,85.5,-74.5,1322793.1
89219,131.5,-120.5,1322805.5
89220,134.2,-123.2,1322819.9
89221,87.3,-76.3,1322827.8
89222,4.6,6.4,1322827.8
89223,39.0,-28.0,1322833.3
89224,87.1,-76.1,1322842.1
89225,181.8,-170.8,1322860.9
89226,121.1,-110.1,1322875.1
89227,80.5,-69.5,1322882.8
89228,39.7,-28.7,1322887.3
89229,76.5,-65.5,1322895.1
89230,71.2,-60.2,1322900.9
89231,124.4,-113.4,1322911.9
89232,81.9,-70.9,1322919.5
89233,101.3,-90.3,1322930.3
89234,53.7,-42.7,1322935.2
89235,104.2,-93.2,1322945.9
89236,40.0,-29.0,1322951.5
89237,190.5,-179.5,1322969.2
89238,41.9,-30.9,1322973.9
89239,60.7,-49.7,1322980.9
89240,33.8,-22.8,1322985.6
89241,90.1,-79.1,1322995.9
89242,169.6,-158.6,1323010.0
89243,26.3,-15.3,1323013.8
89244,22.7,-11.7,1323016.7
89245,42.0,-31.0,1323022.6
89246,86.9,-75.9,1323031.2
89247,35.9,-24.9,1323035.6
89248,32.5,-21.5,1323039.9
89249,207.8,-196.8,1323057.6
89250,47.8,-36.8,1323061.6
89251,64.1,-53.1,1323068.8
89252,101.1,-90.1,1323078.4
89253,49.6,-38.6,1323084.8
89254,17.0,-6.0,1323086.7
89255,111.6,-100.6,1323094.7
89256,54.0,-43.0,1323099.9
89257,196.3,-185.3,1323115.3
89258,52.3,-41.3,1323119.2
89259,90.9,-79.9,1323128.1
89260,112.9,-101.9,1323141.1
89261,66.0,-55.0,1323147.6
89262,95.9,-84.9,1323159.1
89263,78.6,-67.6,1323167.9
89264,16.7,-5.7,1323170.1
89265,142.4,-131.4,1323184.5
89266,106.4,-95.4,1323196.3
89267,56.0,-45.0,1323201.7
89268,9.9,1.1,1323203.0
89269,81.0,-70.0,1323210.7
89270,64.7,-53.7,1323215.0
89271,45.0,-34.0,1323221.1
89272,24.1,-13.1,1323224.7
89273,4.1,6.9,1323224.7
89274,82.5,-71.5,1323233.3
89275,82.0,-71.0,1323240.7
89276,107.4,-96.4,1323249.1
89277,220.8,-209.8,1323268.0
89278,30.0,-19.0,1323270.8
89279,77.2,-66.2,1323278.7
89280,67.8,-56.8,1323285.4
89281,174.7,-163.7,1323301.8
